,1,2,3,4,5,6,7,8,9,10,18,28,88,99,100,888,999,8888
0,399888.0,250088.0,428800.0,504888.0,252888.0,102000.0,520000.0,102000.0,125000.0,233800.0,273988.0,1160000.0,1216000.0,343488.0,868000.0,433988.0,912000.0,0.0
1,1190000.0,115900.0,912000.0,157000.0,370388.0,224888.0,82999.0,360000.0,635888.0,0.0,215000.0,912000.0,272888.0,461888.0,202888.0,246888.0,1468888.0,399888.0
2,1297000.0,414888.0,1105000.0,298888.0,249888.0,798000.0,182888.0,399888.0,1494000.0,210888.0,572599.0,461888.0,423888.0,399888.0,242888.0,1468888.0,285888.0,0.0
3,0.0,1160000.0,278788.0,233800.0,200888.0,912000.0,0.0,274888.0,437888.0,251888.0,769788.0,140776.0,256888.0,590000.0,0.0,136999.0,297800.0,205800.0
4,558188.0,440888.0,380800.0,0.0,393999.0,188800.0,236888.0,555000.0,154900.0,207999.0,124388.0,240888.0,123999.0,250088.0,177888.0,98900.0,0.0,286888.0
5,920000.0,180999.0,992000.0,456688.0,1494000.0,995000.0,0.0,620888.0,186000.0,148000.0,399888.0,256888.0,245000.0,287800.0,129999.0,518800.0,0.0,273999.0
6,1200000.0,746888.0,207888.0,273988.0,905000.0,293888.0,987888.0,0.0,987888.0,226988.0,566888.0,378785.0,295000.0,530800.0,175000.0,426088.0,353888.0,2194000.0
7,200000.0,261888.0,375888.0,307400.0,304999.0,192000.0,456088.0,318800.0,880000.0,358888.0,207999.0,250088.0,151999.0,305000.0,272888.0,307800.0,200000.0,249888.0
8,504888.0,1588000.0,287999.0,192888.0,1588000.0,650000.0,1297000.0,799000.0,476888.0,450888.0,1201688.0,225888.0,461888.0,998000.0,0.0,192000.0,92888.0,245888.0
9,798000.0,813088.0,252888.0,110000.0,1160000.0,141888.0,158888.0,363999.0,1268888.0,1160000.0,783380.0,250088.0,249888.0,1091000.0,182888.0,224888.0,200000.0,992000.0
10,0.0,249888.0,252000.0,640888.0,437888.0,386800.0,992000.0,2194000.0,274888.0,107000.0,399888.0,647788.0,154999.0,300888.0,278800.0,1091000.0,272888.0,136460.0
11,1490000.0,1150000.0,998000.0,0.0,546588.0,166888.0,0.0,1498000.0,298888.0,90999.0,182888.0,192000.0,740000.0,210888.0,242888.0,329888.0,180888.0,257888.0
12,288788.0,0.0,0.0,918000.0,0.0,157888.0,995000.0,246888.0,0.0,182888.0,225888.0,345888.0,969000.0,154888.0,0.0,76888.0,295000.0,1091000.0
13,1600000.0,671688.0,200000.0,817088.0,504888.0,489800.0,920000.0,1091000.0,464888.0,0.0,1268888.0,343488.0,124388.0,154999.0,314888.0,226999.0,304999.0,207888.0
14,583188.0,222800.0,464888.0,0.0,157888.0,1600000.0,1160000.0,819688.0,399888.0,109388.0,109388.0,272888.0,798000.0,250888.0,249888.0,109999.0,285888.0,1268888.0
15,1494000.0,0.0,1160000.0,199900.0,330000.0,164000.0,585888.0,241200.0,0.0,300888.0,798000.0,224888.0,0.0,225888.0,201300.0,0.0,90000.0,890000.0
16,399888.0,154888.0,272888.0,898000.0,498800.0,252888.0,96999.0,192000.0,249888.0,195999.0,249888.0,163888.0,240888.0,163888.0,173888.0,225888.0,110000.0,400888.0
17,230888.0,798000.0,217888.0,363999.0,325000.0,0.0,0.0,225888.0,912000.0,912000.0,307800.0,182888.0,393999.0,590000.0,213888.0,192000.0,0.0,119800.0
18,0.0,504888.0,1600000.0,176800.0,0.0,325000.0,65000.0,348800.0,1400000.0,421000.0,240888.0,71900.0,223800.0,912000.0,257888.0,154999.0,180000.0,343488.0
19,1490000.0,393999.0,0.0,798000.0,288788.0,280888.0,391888.0,590000.0,343488.0,134250.0,229000.0,142000.0,125988.0,225888.0,225888.0,0.0,157888.0,331788.0
20,640888.0,111888.0,1216000.0,898000.0,177000.0,546588.0,340888.0,855000.0,338888.0,566888.0,0.0,210000.0,245000.0,750000.0,154888.0,182888.0,855000.0,204900.0
21,0.0,0.0,671688.0,463888.0,0.0,249888.0,150000.0,798000.0,162888.0,226988.0,0.0,252000.0,1043000.0,590000.0,109999.0,225888.0,0.0,225888.0
22,1400000.0,170888.0,162999.0,345888.0,228000.0,808000.0,224888.0,200000.0,0.0,324888.0,880000.0,855000.0,2194000.0,363800.0,76999.0,158888.0,165900.0,0.0
23,568800.0,461888.0,2194000.0,182888.0,343488.0,207999.0,170000.0,201300.0,855000.0,0.0,160888.0,125388.0,207888.0,844888.0,463888.0,225888.0,244888.0,2194000.0
24,385688.0,0.0,421000.0,154999.0,588800.0,987888.0,366888.0,0.0,0.0,192000.0,192000.0,172999.0,0.0,855000.0,252888.0,546588.0,234888.0,200000.0
25,905000.0,0.0,1588000.0,172999.0,158000.0,2194000.0,504888.0,905000.0,992000.0,182888.0,375888.0,235000.0,242888.0,226988.0,233800.0,244888.0,192000.0,149888.0
26,0.0,440888.0,130888.0,0.0,590000.0,2194000.0,162999.0,0.0,241200.0,288788.0,272888.0,123999.0,546588.0,363999.0,204900.0,2194000.0,170888.0,225888.0
27,399888.0,1105000.0,242888.0,173888.0,568800.0,361300.0,544488.0,399888.0,0.0,0.0,343488.0,463888.0,0.0,370388.0,139888.0,0.0,282888.0,992000.0
